[2021-07-20 21:44:09,980][tasks][28][ERROR][发送验证码短信[失败][ mobile: 19180525254/ ]]
[2021-07-24 19:10:29,899][views][57][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-07-24 19:12:43,749][views][57][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-07-24 19:13:16,479][views][57][INFO][成功获取到钉钉用户[黄樱巧]的信息。]
[2021-07-24 19:13:29,926][tasks][27][INFO][发送验证码短信[正常][ mobile: 13008324428 ]]
[2021-07-24 19:18:30,444][views][57][INFO][成功获取到钉钉用户[黄樱巧]的信息。]
[2021-07-24 19:19:23,032][tasks][27][INFO][发送验证码短信[正常][ mobile: 13008324428 ]]
[2021-07-24 19:34:21,435][views][57][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-07-24 19:34:22,141][views][74][INFO][钉钉用户[建哥哥]登陆成功]
[2021-07-24 23:39:09,049][tasks][27][INFO][发送验证码短信[正常][ mobile: 19180525254 ]]
[2021-07-24 23:40:07,837][views][64][INFO][用户[春花秋月]登陆成功]
[2021-07-24 23:40:18,358][tasks][27][INFO][发送验证码短信[正常][ mobile: 19180525254 ]]
[2021-07-24 23:40:37,088][views][83][INFO][用户[春花秋月]登陆成功]
[2021-07-24 23:41:02,273][views][57][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-07-24 23:41:03,742][views][74][INFO][钉钉用户[建哥哥]登陆成功]
[2021-07-25 00:37:31,790][tasks][27][INFO][发送验证码短信[正常][ mobile: 19180525254 ]]
[2021-07-25 00:38:38,951][tasks][27][INFO][发送验证码短信[正常][ mobile: 19180525254 ]]
[2021-07-25 00:39:01,760][views][83][INFO][用户[春花秋月]登陆成功]
[2021-07-25 13:40:22,525][views][64][INFO][用户[春花秋月]登陆成功]
[2021-07-25 13:46:49,356][views][64][INFO][用户[春花秋月]登陆成功]
[2021-07-25 23:50:59,058][views][64][INFO][用户[]登陆成功]
[2021-07-25 23:54:56,280][views][64][INFO][用户[]登陆成功]
[2021-07-25 23:56:11,822][views][64][INFO][用户[]登陆成功]
[2021-07-26 00:03:29,480][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:04:58,236][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:06:11,995][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:07:32,432][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:08:03,617][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:08:39,363][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:09:58,142][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:15:19,363][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:17:31,524][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:18:31,024][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:20:04,898][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:21:18,914][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:23:43,987][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:24:23,466][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:25:04,919][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:25:53,960][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:26:22,867][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:26:55,579][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:29:23,502][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 00:29:42,054][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 11:13:32,821][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 11:14:11,808][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 11:16:52,978][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 11:17:26,974][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 11:19:00,658][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 11:20:53,146][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 11:22:50,547][views][64][INFO][用户[admin]登陆成功]
[2021-07-26 12:11:31,962][views][64][INFO][用户[]登陆成功]
[2021-07-26 12:15:26,307][views][64][INFO][用户[]登陆成功]
[2021-07-26 12:15:47,657][views][64][INFO][用户[]登陆成功]
[2021-07-26 12:16:47,398][views][64][INFO][用户[]登陆成功]
[2021-07-26 12:18:49,303][views][64][INFO][用户[]登陆成功]
[2021-07-26 12:23:35,679][views][64][INFO][用户[]登陆成功]
[2021-07-26 12:30:09,107][views][64][INFO][用户[]登陆成功]
[2021-07-26 12:30:35,777][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:05:07,901][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:09:06,602][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:10:18,953][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:10:45,649][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:11:49,822][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:12:47,005][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:27:05,883][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:27:43,250][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:28:07,524][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:28:45,282][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:29:22,214][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:30:12,958][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:31:04,975][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:32:00,660][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:34:43,253][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:35:54,507][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:36:23,832][views][64][INFO][用户[]登陆成功]
[2021-07-26 13:37:30,311][views][64][INFO][用户[]登陆成功]
[2021-07-26 14:24:17,600][views][57][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-07-26 14:25:47,047][tasks][27][INFO][发送验证码短信[正常][ mobile: 19180525254 ]]
[2021-07-26 17:20:20,644][views][64][INFO][用户[]登陆成功]
[2021-07-26 17:24:30,311][views][64][INFO][用户[管理员]登陆成功]
[2021-07-26 17:46:50,504][views][64][INFO][用户[]登陆成功]
[2021-07-26 18:04:00,612][views][57][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-07-26 18:04:19,966][tasks][27][INFO][发送验证码短信[正常][ mobile: 19180525254 ]]
[2021-07-26 18:22:49,772][views][64][INFO][用户[]登陆成功]
[2021-07-26 18:27:40,890][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-26 18:28:54,416][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-26 18:30:42,254][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-26 18:33:25,423][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-26 18:34:17,901][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-26 18:35:38,094][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-26 21:33:10,884][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-26 21:35:49,961][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-26 21:36:59,612][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-26 21:39:48,235][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-26 21:49:24,447][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-27 10:56:40,500][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-27 11:18:12,507][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-27 11:30:07,126][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-27 11:41:45,206][tasks][27][INFO][发送验证码短信[正常][ mobile: 19180525254 ]]
[2021-07-27 11:42:02,970][views][83][INFO][用户[建哥哥]登陆成功]
[2021-07-27 23:28:07,277][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-27 23:29:34,502][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-28 09:48:00,505][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-28 09:50:50,717][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-28 09:51:26,153][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-28 09:51:47,754][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-28 09:52:12,427][views][64][INFO][用户[建哥哥]登陆成功]
[2021-07-28 19:40:49,538][views][57][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-07-28 19:40:50,120][views][74][INFO][钉钉用户[建哥哥]登陆成功]
[2021-07-28 19:58:17,605][views][57][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-07-28 19:58:17,903][views][74][INFO][钉钉用户[建哥哥]登陆成功]
[2021-07-29 21:26:24,718][views][57][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-07-29 21:26:26,084][views][74][INFO][钉钉用户[建哥哥]登陆成功]
[2021-07-29 22:14:19,049][views][57][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-07-29 22:14:21,783][views][74][INFO][钉钉用户[建哥哥]登陆成功]
[2021-07-29 23:24:45,527][tasks][27][INFO][发送验证码短信[正常][ mobile: 19180525254 ]]
[2021-07-29 23:25:05,708][views][83][INFO][用户[建哥哥]登陆成功]
[2021-07-29 23:49:04,948][views][57][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-07-29 23:49:07,390][views][74][INFO][钉钉用户[建哥哥]登陆成功]
[2021-07-30 10:19:05,290][views][57][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-07-30 10:19:07,598][views][74][INFO][钉钉用户[建哥哥]登陆成功]
[2021-08-02 11:08:36,411][views][57][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-08-02 11:08:38,071][views][74][INFO][钉钉用户[建哥哥]登陆成功]
[2021-08-02 13:07:34,544][views][57][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-08-02 13:07:36,069][views][74][INFO][钉钉用户[建哥哥]登陆成功]
[2021-08-02 13:18:28,296][views][64][INFO][用户[]登陆成功]
[2021-08-02 13:18:47,980][views][64][INFO][用户[]登陆成功]
[2021-08-02 15:22:42,766][views][64][INFO][用户[]登陆成功]
[2021-08-02 15:22:53,402][views][64][INFO][用户[]登陆成功]
[2021-08-03 18:30:22,176][tasks][27][INFO][发送验证码短信[正常][ mobile: 19180525254 ]]
[2021-08-03 18:38:16,362][tasks][27][INFO][发送验证码短信[正常][ mobile: 19180525254 ]]
[2021-08-03 18:40:23,664][views][83][INFO][用户[建哥哥]登陆成功]
[2021-08-04 18:55:48,379][views][91][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-08-04 18:56:09,307][tasks][27][INFO][发送验证码短信[正常][ mobile: 19180525254 ]]
[2021-08-05 15:36:27,539][views][83][INFO][用户[管理员]登陆成功]
[2021-08-05 15:36:59,328][views][83][INFO][用户[管理员]登陆成功]
[2021-08-05 15:38:46,730][views][83][INFO][用户[管理员]登陆成功]
[2021-08-05 18:47:42,315][tasks][27][INFO][发送验证码短信[正常][ mobile: 19180525254 ]]
[2021-08-05 18:47:51,944][views][102][INFO][用户[建哥哥]登陆成功]
[2021-08-06 18:19:02,056][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:19:02,635][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:20:02,591][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:20:03,099][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:21:01,832][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:21:02,337][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:22:02,105][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:22:02,681][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:23:02,459][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:23:02,974][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:24:01,862][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:24:02,748][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:25:01,622][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:25:02,200][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:26:02,160][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:26:03,768][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:27:01,203][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:27:01,730][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:28:01,123][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:28:01,599][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:29:02,015][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:29:02,533][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:30:01,883][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:30:02,405][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:31:01,792][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:31:02,301][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:32:02,049][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:32:02,610][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:33:02,368][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:33:02,863][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:34:01,598][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:34:02,069][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:35:01,473][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:35:02,004][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:36:01,747][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:36:02,274][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:37:01,961][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:37:02,476][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:38:02,172][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:38:02,661][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:39:02,436][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:39:03,012][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:40:01,710][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:40:02,223][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:41:01,970][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:41:02,477][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:42:01,893][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:42:02,365][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:43:01,758][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:43:02,258][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:44:02,105][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:44:02,840][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:45:01,673][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:45:02,153][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:46:01,977][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:46:02,536][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:47:01,928][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:47:02,470][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:48:01,874][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:48:02,379][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:49:01,781][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:49:02,242][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:50:01,703][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:50:02,843][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:51:01,604][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:51:02,094][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:52:01,847][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:52:02,373][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:53:02,190][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:53:04,010][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:54:02,521][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:54:03,036][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:55:01,831][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:55:02,347][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:56:01,757][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:56:02,283][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:57:02,078][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:57:02,607][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:58:02,323][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:58:02,797][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 18:59:01,455][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 18:59:01,950][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 19:00:01,942][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 19:00:02,515][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 19:01:02,803][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 19:01:03,330][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 19:02:02,174][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 19:02:02,734][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 19:03:02,850][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-06 19:03:03,340][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-06 22:05:27,646][views][91][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-08-06 22:05:28,473][views][108][INFO][钉钉用户[建哥哥]登陆成功]
[2021-08-06 22:06:55,144][views][91][INFO][成功获取到钉钉用户[建哥哥]的信息。]
[2021-08-06 22:06:55,488][views][108][INFO][钉钉用户[建哥哥]登陆成功]
[2021-08-07 01:13:01,508][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:13:02,470][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:14:02,158][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:14:03,082][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:15:01,932][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:15:02,780][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:16:01,378][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:16:02,224][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:17:02,147][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:17:02,997][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:18:01,733][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:18:02,607][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:19:02,425][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:19:03,503][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:20:02,061][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:20:02,955][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:21:01,705][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:21:02,495][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:22:02,402][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:22:03,222][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:23:01,888][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:23:02,670][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:24:01,978][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:24:02,892][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:25:01,509][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:25:02,355][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:26:01,800][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:26:02,772][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:27:01,551][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:27:02,441][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:28:02,198][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:28:03,189][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:29:01,849][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:29:02,684][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:30:02,417][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 01:30:03,468][crons][28][INFO][完成定时任务: turn_test_job_status]
[2021-08-07 01:33:13,828][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 02:48:14,003][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 03:35:01,770][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 03:37:22,382][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 04:29:03,394][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 04:58:29,376][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 04:58:30,692][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 05:07:48,156][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 05:12:44,664][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 05:17:43,150][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 05:24:30,534][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 05:34:46,544][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 05:39:50,503][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 05:41:59,393][crons][11][INFO][执行定时任务: turn_test_job_status]
[2021-08-07 05:44:24,669][crons][11][INFO][执行定时任务: turn_test_job_status]
